example_id,conversation_id,tweet_id,customer_message,conversation_context,candidate_intent,final_intent,difficulty,notes
131,17644,2058011,"@AmericanAir Learn from your partners.  Its no so complex. When you fligth bussines and are gold for oneworld, you expect more for the partners you use https://t.co/Yx68j9CXSm","[1] Customer (159546): ""@AmericanAir when you flight business from sfo to bcn via jfk and they took off without you. while you are in the lounge (book DQUAVE). 1/2"" | [2] AmericanAir: ""@159546 We ask our customers to arrive in the boarding area at least 15 min prior to departure, in order to hear the boarding announcements."" | [3] Customer (159546): ""@AmericanAir why you have crazy noisy lounges with panels? first time i loose a fligth and last with @AmericanAir. @135123 note partners you have""",LOYALTY_AND_AADVANTAGE,LOYALTY_AND_AADVANTAGE,easy,Unambiguous single-intent signal matching LOYALTY_AND_AADVANTAGE.
132,18737,2189660,@AmericanAir can i ask a request assistance for Mileage? Thanks Sanzio,[No preceding context - conversation start],LOYALTY_AND_AADVANTAGE,LOYALTY_AND_AADVANTAGE,medium,Dual-intent overlap: touches both LOYALTY_AND_AADVANTAGE and GENERAL_INQUIRY_AND_OTHER.
133,19067,2213875,"@AmericanAir @British_Airways Flight from IAH &gt; LHR &gt; DEL last Thursday (17/11/2017) operated by BA. Miles credited to AA, but still not showing up. Thoughts?",[No preceding context - conversation start],LOYALTY_AND_AADVANTAGE,LOYALTY_AND_AADVANTAGE,easy,Unambiguous single-intent signal matching LOYALTY_AND_AADVANTAGE.
134,22561,2540450,@AmericanAir using citi AAdvantage card. Cant logon to AAdvantage portal using the AAdvantage # associated with card. Not able to signup with this existing AAdvantage #. Would like to logon to redeem miles. Please help.,[No preceding context - conversation start],LOYALTY_AND_AADVANTAGE,LOYALTY_AND_AADVANTAGE,easy,Unambiguous single-intent signal matching LOYALTY_AND_AADVANTAGE.
135,23010,2584567,Well done @AmericanAir at making this traveler feel special with car service to my gate and a little bottle of bubbly to celebrate my birthday! Now on to Italy. #conciergekey #frequentflyer #itsthelittlethings https://t.co/C0lRMvafRI,[No preceding context - conversation start],LOYALTY_AND_AADVANTAGE,LOYALTY_AND_AADVANTAGE,easy,Unambiguous single-intent signal matching LOYALTY_AND_AADVANTAGE.
136,23194,2596674,@AmericanAir customer service did a great job working with me to adjust my travel plans. I know it’s not an easy job taking care of travelers 24/7 but it’s worth the recognition. #airlines #travel #goodservice #aadvantage,[No preceding context - conversation start],LOYALTY_AND_AADVANTAGE,GENERAL_INQUIRY_AND_OTHER,hard,"Multi-intent ambiguity spanning 3+ domains: LOYALTY_AND_AADVANTAGE, CUSTOMER_SERVICE_COMPLAINT, GENERAL_INQUIRY_AND_OTHER."
137,24382,2730564,"What a beautiful fleet! Thank you @AmericanAir for ferrying us on our last trip, we ❤️ you! Looking forward to planning another trip and blogging about our shared experiences!

#AAdvantage #AmericanAirlines #Travel #CLT #TravelBlog #Jetset https://t.co/HctjmH2xP7",[No preceding context - conversation start],LOYALTY_AND_AADVANTAGE,GENERAL_INQUIRY_AND_OTHER,medium,Dual-intent overlap: touches both LOYALTY_AND_AADVANTAGE and GENERAL_INQUIRY_AND_OTHER.
138,26068,2909966,"@AmericanAir perhaps the most difficult to attain: the segments. Thanks anyway. Just seems odd to qualify with miles, but still have to qualify with EQDs or EQSs . Then, to get an email asking for $2500! to go Platinum. Bit of a sting to my sense of loyalty.","[1] Customer (571746): ""@AmericanAir I have enough miles for Platinum, but not enough EQDs - which is new for 2018. Just received offer from you to pay for Platinum at $2500 - What?? Jeez. No thanks. Starting to not like this loyalty program."" | [2] AmericanAir: ""@571746 We also consider Elite Qualifying Segments, too. That may help. Click here for more info https://t.co/YafOculkUS""",LOYALTY_AND_AADVANTAGE,LOYALTY_AND_AADVANTAGE,medium,Dual-intent overlap: touches both LOYALTY_AND_AADVANTAGE and GENERAL_INQUIRY_AND_OTHER.
139,26120,2915351,@AmericanAir thanks for zero loyalty to a 2yr+ Platinum Adv member. Horrible customer service. Been on phone for 1hr 15 min with zero help and mostly hold time. Time to find a new airline for 2018!,[No preceding context - conversation start],LOYALTY_AND_AADVANTAGE,CUSTOMER_SERVICE_COMPLAINT,hard,"Multi-intent ambiguity spanning 3+ domains: LOYALTY_AND_AADVANTAGE, CUSTOMER_SERVICE_COMPLAINT, GENERAL_INQUIRY_AND_OTHER."
140,26583,2968555,@AmericanAir My daughter's first Christmas away from home and she's 2500 miles away...I need to make that trip.,"[1] Customer (626632): ""@AmericanAir any idea when we'll know if our flights are going to be cancelled?""",LOYALTY_AND_AADVANTAGE,FLIGHT_DISRUPTION,easy,Unambiguous single-intent signal matching LOYALTY_AND_AADVANTAGE.
141,2427,318709,"@AmericanAir 1.5 hours early at DCA. 15 mins bag check kiosk, told need to change flight, pay $75. 15 mins at resolution. Escorted to incorrect gate","[1] Customer (192034): ""@AmericanAir Your airline sucks. Your customer service sucks. Your understaffing at DCA sucks. Your baggage people suck. And your fees suck."" | [2] AmericanAir: ""@192034 You seem a bit upset. Let us know how we can help."" | [3] Customer (192034): ""@AmericanAir I'll let you know after Angela in customer service finishes."" | [4] AmericanAir: ""@192034 We'll be here if you need us.""",REBOOKING_AND_CHANGES,REBOOKING_AND_CHANGES,hard,"Multi-intent ambiguity spanning 3+ domains: REBOOKING_AND_CHANGES, BAGGAGE_ISSUES, REFUNDS_AND_PAYMENTS, CHECKIN_AND_BOARDING."
142,4085,488972,@AmericanAir Already rebooked...killing half my day sitting here in Phoenix...absurd,"[1] Customer (231444): ""@AmericanAir biggest airline in the country and you can't find a crew for AA 5917? And at one of your major hubs!!! Thanks for screwing up the rest of the day!"" | [2] AmericanAir: ""@231444 We do everything we can to avoid having to cancel a flight. We'll get you rebooked and on your way as soon as possible.""",REBOOKING_AND_CHANGES,REBOOKING_AND_CHANGES,easy,Unambiguous single-intent signal matching REBOOKING_AND_CHANGES.
143,6766,816703,So @AmericanAir makes me miss my connection and they won't even let me wait the 6hr bump in the AAclub? Wouldn't happen on @SouthwestAir,[No preceding context - conversation start],REBOOKING_AND_CHANGES,REBOOKING_AND_CHANGES,easy,Unambiguous single-intent signal matching REBOOKING_AND_CHANGES.
144,7764,922803,@AmericanAir I was put up in a hotel &amp; rebooked. I travel a lot &amp; this seems to happen with u more than any other airline?! I’m missing time w/ my boys!,"[1] Customer (339059): ""@AmericanAir I missed my family vaca bc ur ✈️ had issues &amp; I got stranded in Dallas overnight! They had to go w/out me! Can’t get time back!"" | [2] AmericanAir: ""@339059 We didn't mean for this to happen and we're truly sorry. Let us know if you need rebooking help.""",REBOOKING_AND_CHANGES,REBOOKING_AND_CHANGES,easy,Unambiguous single-intent signal matching REBOOKING_AND_CHANGES.
145,8123,957869,@AmericanAir You're clearly missing the point - I needed standby assistance and no one was available at the airport yesterday.,"[1] Customer (347282): ""@AmericanAir what to do when late checking in for a flight n there's no ticket agents in sight? https://t.co/F3yqi2NRSR"" | [2] AmericanAir: ""@347282 You're welcome to check in using the kiosk. If you have bags, the cut-off is 45 minutes prior.  https://t.co/rIlmlScVlo"" | [3] Customer (347282): ""@AmericanAir That's the problem: Missed baggage cutoff, no one to assist before flight departure. No one at departure gate either. https://t.co/xFr4TNHaNA"" | [4] Customer (347282): ""@AmericanAir And, isn't IAD ticket counter supposed to be open until 7:30pm? #disaadvantage"" | [5] AmericanAir: ""@347282 Our ticket counter is open until 7:30p in IAD. Just to clarify, were you at terminal B?"" | [6] Customer (347282): ""@AmericanAir I was at the ticketing counter at 7, then gate B73 at 7:25."" | [7] AmericanAir: ""@347282 We show your flight was at 7:15pm. We must have all customers checked in for their flight 45 minutes before departure.""",REBOOKING_AND_CHANGES,REBOOKING_AND_CHANGES,easy,Unambiguous single-intent signal matching REBOOKING_AND_CHANGES.
146,10193,1159079,@AmericanAir I’m guaranteed to be rebooked on a later flight.,"[1] Customer (328225): ""@AmericanAir Lesson learned over the past three months: Connection times of less than two hours are not to be trusted."" | [2] AmericanAir: ""@328225 Valid connection times can vary between airports and we're always here to verify. You can also take a look here: https://t.co/rIlmlScVlo"" | [3] Customer (328225): ""@AmericanAir And hour used to be good, but with 40 minute delays not so much anymore. 4307, and 695 will be later than it’s delay, so 5978 in jeapardy.""",REBOOKING_AND_CHANGES,REBOOKING_AND_CHANGES,easy,Unambiguous single-intent signal matching REBOOKING_AND_CHANGES.
147,12055,1353898,AA2300 DEN-ORD on a Super 80. Got standby in seat 33A. Happy to be headed home!!! I get the great view!! 👍@AmericanAir @435728 @435729 https://t.co/wgYCHzXhkv,[No preceding context - conversation start],REBOOKING_AND_CHANGES,REBOOKING_AND_CHANGES,medium,Dual-intent overlap: touches both REBOOKING_AND_CHANGES and SEATS_AND_CABIN.
148,13194,1490132,@AmericanAir Arriving well after my morning meeting is scheduled to conclude. Meanwhile still sitting at Mco gate. Couldve gotten off to rebook from here,"[1] Customer (261651): ""@Delta @116450 @SouthwestAir Any other carriers want to match status and steal a loyal pax from @AmericanAir? has to be someone better? https://t.co/6ovgnyBZ8v"" | [2] AmericanAir: ""@261651 If your connection is missed, we have you backed up on the next option in the morning.""",REBOOKING_AND_CHANGES,REBOOKING_AND_CHANGES,easy,Unambiguous single-intent signal matching REBOOKING_AND_CHANGES.
149,13371,1514589,@AmericanAir Plz train Admiral Club CSRs at JFK to not tell pax to wait in club when awaiting standby seats. Was passed over for flight..,[No preceding context - conversation start],REBOOKING_AND_CHANGES,REBOOKING_AND_CHANGES,medium,Dual-intent overlap: touches both REBOOKING_AND_CHANGES and SEATS_AND_CABIN.
150,14169,1607133,@AmericanAir @471475 @AmericanAir @471475 now I am just trying to get home with my sister and I am told I can't even pay to move my flight up to an earlier flight and not eligible for standby. Record # CQOYEW and # NCPXJQ. Why so painful,[No preceding context - conversation start],REBOOKING_AND_CHANGES,REBOOKING_AND_CHANGES,medium,Dual-intent overlap: touches both REBOOKING_AND_CHANGES and REFUNDS_AND_PAYMENTS.
151,14626,1651365,@AmericanAir forcing us to stay at Regan when we could have rebooked and been asleep in a hotel. #terriblecustomerservice,[No preceding context - conversation start],REBOOKING_AND_CHANGES,REBOOKING_AND_CHANGES,easy,Unambiguous single-intent signal matching REBOOKING_AND_CHANGES.
152,14933,1687876,@AmericanAir flight 1131 how come when I miss a flight I pay a rebooking fee but when your crew misses a flight I get a bag of pretzels,[No preceding context - conversation start],REBOOKING_AND_CHANGES,REBOOKING_AND_CHANGES,hard,"Multi-intent ambiguity spanning 3+ domains: REBOOKING_AND_CHANGES, BAGGAGE_ISSUES, REFUNDS_AND_PAYMENTS."
153,15040,1699293,"@AmericanAir So obviously will miss our 19 minute Charlotte connection.
Rebooked to Chicago
To fly to Dayton
Instead of Columbus
Just sat on the runway","[1] Customer (515328): ""So far with @AmericanAir: Cancelled flight (weather, cool) Rebooked to Charlotte... Ok With a 19 minute layover... Ok DSM flight delayed...""",REBOOKING_AND_CHANGES,REBOOKING_AND_CHANGES,easy,Unambiguous single-intent signal matching REBOOKING_AND_CHANGES.
154,16919,1941476,Don’t bother paying to choose seats on @AmericanAir - they can rebook you and split up your party and they don’t even care or refund the fee,[No preceding context - conversation start],REBOOKING_AND_CHANGES,REBOOKING_AND_CHANGES,hard,"Multi-intent ambiguity spanning 3+ domains: REBOOKING_AND_CHANGES, SEATS_AND_CABIN, REFUNDS_AND_PAYMENTS."
155,20035,2290559,@AmericanAir I have the same standards. When I was able to speak to a supervisor she didn't look up my inquiry to rebook and told me I had no options to make my interview.,"[1] Customer (665355): ""Waited at the service counter for for ten minutes without being acknowledged by ur rep who was in front of me. Will miss job interview now thanks @AmericanAir."" | [2] AmericanAir: ""@665355 We expect our team to be professional and courteous and we're sorry you had this experience, Anna.""",REBOOKING_AND_CHANGES,REBOOKING_AND_CHANGES,medium,Dual-intent overlap: touches both REBOOKING_AND_CHANGES and CUSTOMER_SERVICE_COMPLAINT.
156,22874,2571475,@AmericanAir can I fly standby on an earlier flight if I have a Basic Economy ticket?,[No preceding context - conversation start],REBOOKING_AND_CHANGES,REBOOKING_AND_CHANGES,easy,Unambiguous single-intent signal matching REBOOKING_AND_CHANGES.
157,22974,2580866,When you were told your confirmed on the 4:20 flight and get to gate and for some reason you are now 5th on standby. Thank you AA @AmericanAir @15412,[No preceding context - conversation start],REBOOKING_AND_CHANGES,REBOOKING_AND_CHANGES,medium,Dual-intent overlap: touches both REBOOKING_AND_CHANGES and GENERAL_INQUIRY_AND_OTHER.
158,24607,2748770,@AmericanAir AA1717 CLT to FLL : yOu have the best.crew.ever! More than 20 people on standby and we made it on time!,[No preceding context - conversation start],REBOOKING_AND_CHANGES,REBOOKING_AND_CHANGES,easy,Unambiguous single-intent signal matching REBOOKING_AND_CHANGES.
159,25070,2798756,@AmericanAir It’s an extra whole day! I don’t need help rebooking what I need is a credit or something to make up for this,"[1] Customer (780865): ""I am done with @AmericanAir I am over the delayed and canceled flights."" | [2] AmericanAir: ""@780865 We're very sorry for the extra travel time, Kate. Please DM your record locator if you need rebooking assistance.""",REBOOKING_AND_CHANGES,REFUNDS_AND_PAYMENTS,medium,Dual-intent overlap: touches both REBOOKING_AND_CHANGES and REFUNDS_AND_PAYMENTS.
160,25733,2865615,@AmericanAir I shouldn’t have to pay $70 extra for standby when that doesn’t even guarantee me a seat on the earlier flight. Just trying to avoid sitting in CLT for 4 hours if I can. Expected an easy process for standby.,"[1] Customer (633952): ""@AmericanAir I have to have a specific ticket type to even have the ability to be put on standby for an earlier AA flight? And even with that ticket, you’re going to try to charge $70? Just to be on standby? That’s absurd when it’s in the same airline.""",REBOOKING_AND_CHANGES,REBOOKING_AND_CHANGES,hard,"Multi-intent ambiguity spanning 3+ domains: REBOOKING_AND_CHANGES, SEATS_AND_CABIN, REFUNDS_AND_PAYMENTS."
161,824,157155,@AmericanAir -I’m curious how you guys can suddenly be so confused about getting me a refund. I have been waiting on it since SEPTEMBER. POOR customer service to say the least.,[No preceding context - conversation start],REFUNDS_AND_PAYMENTS,REFUNDS_AND_PAYMENTS,hard,"Multi-intent ambiguity spanning 3+ domains: REFUNDS_AND_PAYMENTS, CUSTOMER_SERVICE_COMPLAINT, GENERAL_INQUIRY_AND_OTHER."
162,908,169816,@AmericanAir Do I get a dinner voucher? I now land in omaha at almost 11pm? Should I ask my wife to hold dinner? You were so proud of your lunch voucher,"[1] Customer (153030): ""@AmericanAir fourth try is the charm? You guys screw up holidays and family time more than a weird uncle. #thanksgiving #family #travel""",REFUNDS_AND_PAYMENTS,REFUNDS_AND_PAYMENTS,easy,Unambiguous single-intent signal matching REFUNDS_AND_PAYMENTS.
163,1239,205394,@AmericanAir My fiancé is flying as well and is an American Airlines Credit Card Member and we both were just were ignored for our issues of having to miss work tomorrow!,"[1] Customer (164669): ""@AmericanAir Cannot believe the service I just had at the Charlotte,NC airport!! Flight got cancelled to Greenville, NC and no compensation"" | [2] AmericanAir: ""@164669 We do all possible to avoid cancellations. Please continue to work with our team at the airport for available options.""",REFUNDS_AND_PAYMENTS,CUSTOMER_SERVICE_COMPLAINT,easy,Unambiguous single-intent signal matching REFUNDS_AND_PAYMENTS.
164,1470,232490,@AmericanAir Can I buy her ticket online and then pay the fee the day of travel?,"[1] Customer (116949): ""@AmericanAir unaccompanied minor fees at time of purchase or time of flight?"" | [2] AmericanAir: ""@116949 If you're paying for the whole trip, it can be done at either time. If only one part, it's collected on day of departure."" | [3] Customer (116949): ""@AmericanAir I'm paying for one way back to me so it would be paid the day she travels?"" | [4] AmericanAir: ""@116949 You'd pay the charge at the airport when you check her in. See you both soon.""",REFUNDS_AND_PAYMENTS,REFUNDS_AND_PAYMENTS,easy,Unambiguous single-intent signal matching REFUNDS_AND_PAYMENTS.
165,4650,561075,After I was forced to pay a fee to switch flights when I had ample time to board the original. @AmericanAir,[No preceding context - conversation start],REFUNDS_AND_PAYMENTS,REFUNDS_AND_PAYMENTS,medium,Dual-intent overlap: touches both REFUNDS_AND_PAYMENTS and CHECKIN_AND_BOARDING.
166,5648,685086,"@AmericanAir Shall do, meantime @118393 can also offer me some guidance on getting a refund?","[1] Customer (283513): ""@AmericanAir why was flight AA101 from LHR to JFK (1015 departure) cancelled today?"" | [2] AmericanAir: ""@283513 AA101 wasn't scheduled to operate today because of the Thanksgiving holiday."" | [3] Customer (283513): ""@AmericanAir When did I get cancelled? I never received any notification despite booking months ago!"" | [4] AmericanAir: ""@283513 We'll be happy to take a look at your reservation. Please follow and DM your record locator.""",REFUNDS_AND_PAYMENTS,REFUNDS_AND_PAYMENTS,easy,Unambiguous single-intent signal matching REFUNDS_AND_PAYMENTS.
167,6699,806601,"@AmericanAir Done. There is only one option that's suitable. Im a loyal Gold AA member, this should be a refund without question","[1] Customer (312209): "".@AmericanAir unbelievably poor service when your airline won't issue a refund for travel to Northern California. Fires already killed 25"" | [2] Customer (312209): ""@AmericanAir .@AmericanAir Gold Advantage member, shocked. Is it better to have my wife breathing toxic air?consider changing policies for acts of god"" | [3] Customer (312209): ""@AmericanAir .@AmericanAir really cares about their passengers. Won't refund in the wake of #NorCalFires   @136912 @273 @173125"" | [4] AmericanAir: ""@312209 We're offering change fee waivers for our travelers affected by the fires. Please click here for more info. https://t.co/kNkPUilgez"" | [5] Customer (312209): ""@AmericanAir .@americanair Yea, if you can fly out next week. I have a job, and schedule vacations around that. How can you not give a refund?"" | [6] AmericanAir: ""@312209 Please follow and DM your record locator and we'll gladly look over options for you.""",REFUNDS_AND_PAYMENTS,REFUNDS_AND_PAYMENTS,hard,"Multi-intent ambiguity spanning 3+ domains: REFUNDS_AND_PAYMENTS, LOYALTY_AND_AADVANTAGE, GENERAL_INQUIRY_AND_OTHER."
168,6792,818998,@AmericanAir please refund @312209 his money cause his destination is on fire! His fantasy football team is awful too so it’s doubly bad,[No preceding context - conversation start],REFUNDS_AND_PAYMENTS,REFUNDS_AND_PAYMENTS,easy,Unambiguous single-intent signal matching REFUNDS_AND_PAYMENTS.
169,8036,949090,.@AmericanAir Sad no voucher/refund for flight during disaster. Change fee for fire? Wedding in Sonoma @VirginAmerica with full refund,[No preceding context - conversation start],REFUNDS_AND_PAYMENTS,REFUNDS_AND_PAYMENTS,easy,Unambiguous single-intent signal matching REFUNDS_AND_PAYMENTS.
170,12828,1443684,@AmericanAir Couldn’t check in to the new flight to be told I have to pay for the change.  Not once did anyone mention that last night.,"[1] Customer (454984): ""WORST AIRLINE EVER.  Every time, every single time.  @AmericanAir"" | [2] AmericanAir: ""@454984 We hear you're frustrated, and would love to help turn things around. What's going on, Shaun?"" | [3] Customer (454984): ""@AmericanAir Spent 15 min on the phone last night with customer service to change a flight (have the screen grab of the call and length).""",REFUNDS_AND_PAYMENTS,REFUNDS_AND_PAYMENTS,medium,Dual-intent overlap: touches both REFUNDS_AND_PAYMENTS and CHECKIN_AND_BOARDING.
171,12954,1462936,"@AmericanAir Thanks, but I have the receipt. Only took a quick 25 minutes on hold with your customer service number! 👏👏👏 you guys are the best.","[1] Customer (382633): ""@AmericanAir how do I get a receipt for checked bags?  Is there a fee for that, too?"" | [2] AmericanAir: ""@382633 You can request a receipt here https://t.co/xM8Vkc7BvM. You'll need your ticket number from your flight."" | [3] Customer (382633): ""@AmericanAir Wrong! You need the *bag's* ticket number, which is (insanely) different from the passenger's. How are you so bad at this?"" | [4] AmericanAir: ""@382633 We'd be happy to get that document number for you. Please DM your ticket number, or record locator."" | [5] Customer (382633): ""@AmericanAir Why should I have to do that? If the numbers are linked anyway, why can't I just do it myself online? Other airlines do this."" | [6] AmericanAir: ""@382633 Your bag will have a separate document number. Our offer still stands if you'd like us to help.""",REFUNDS_AND_PAYMENTS,CUSTOMER_SERVICE_COMPLAINT,hard,"Multi-intent ambiguity spanning 3+ domains: REFUNDS_AND_PAYMENTS, CUSTOMER_SERVICE_COMPLAINT, GENERAL_INQUIRY_AND_OTHER."
172,12984,1463901,"... to do what, exactly? Are they going to give me a voucher? Refund the cost? Otherwise why do I need to speak with them? @AmericanAir https://t.co/NCUVLjN9us",[No preceding context - conversation start],REFUNDS_AND_PAYMENTS,REFUNDS_AND_PAYMENTS,easy,Unambiguous single-intent signal matching REFUNDS_AND_PAYMENTS.
173,13733,1548269,@AmericanAir How about you send me a voucher since this happens to me twic a week. This is every week no matter what flight out of DFW.,"[1] Customer (152112): ""@AmericanAir you have to be the worst airline period. I have been setting on a plane for over an hour and half. Poor maintenance of planes"" | [2] AmericanAir: ""@152112 We're sorry for the wait, John. We'll have you wheels up any minute now."" | [3] Customer (152112): ""@AmericanAir No I’m still setting here. I fly 3 to 4 times a week and you guys are never on time very. Upgrade the shitty planes or give my money back ."" | [4] AmericanAir: ""@152112 This isn't how we want one of our best customers to feel and our apologies again. We're in the process of updating our fleet.""",REFUNDS_AND_PAYMENTS,REFUNDS_AND_PAYMENTS,easy,Unambiguous single-intent signal matching REFUNDS_AND_PAYMENTS.
174,14836,1672159,@AmericanAir i hope that you will provide some form of compensation for lost time as he was unable to arrive in time for a planned event!,[No preceding context - conversation start],REFUNDS_AND_PAYMENTS,REFUNDS_AND_PAYMENTS,easy,Unambiguous single-intent signal matching REFUNDS_AND_PAYMENTS.
175,16266,1855027,@AmericanAir They haven't sent me the new ticket yet to DM Supervisor claim  that this is your policy and this is an exception charge me $ 200.,"[1] Customer (554958): ""@AmericanAir wow so I was charged additional $200. What a rip off made a simple mistake in the last name. So unfair will never fly with AA😡"" | [2] AmericanAir: ""@554958 We'd like to take a look at this. Meet us in DM with your record locator and more info.""",REFUNDS_AND_PAYMENTS,REFUNDS_AND_PAYMENTS,medium,Dual-intent overlap: touches both REFUNDS_AND_PAYMENTS and CUSTOMER_SERVICE_COMPLAINT.
176,18718,2189594,"@AmericanAir Ha! it’s tenuous. The first big airline to offer pro musicians guaranteed instrument boarding/overhead storage for a reasonable fee will make $ and earn loyal, creative, and sometimes famous customers! Work it out with @86645 !","[1] Customer (641034): ""@AmericanAir Hey just sending some good vibes to AA today. Have to fly with guitars to gigs in ATX on Saturday. AA has always been good to me... hope all goes smoothly again. Musicians and airlines should be friends one day..."" | [2] AmericanAir: ""@641034 We thought we were already #BFFs! Can't wait to see you.""",REFUNDS_AND_PAYMENTS,CHECKIN_AND_BOARDING,medium,Dual-intent overlap: touches both REFUNDS_AND_PAYMENTS and CHECKIN_AND_BOARDING.
177,19233,2233719,@AmericanAir Very nice tweet! Why this customer service can't be seen while talking to an agent!? This last one was rude and not very helpful. I need to know about a refund,"[1] Customer (357817): ""@AmericanAir what's wrong with you customer service ?? Soo disappointed"" | [2] AmericanAir: ""@357817 We're here to impress you and not disappoint you. How can we help?""",REFUNDS_AND_PAYMENTS,REFUNDS_AND_PAYMENTS,medium,Dual-intent overlap: touches both REFUNDS_AND_PAYMENTS and CUSTOMER_SERVICE_COMPLAINT.
178,24777,2764283,@AmericanAir Interruption? @AmericanAir 's inefficiency caused half the plane to totally MISS  connecting flts and ALL of Thanksgiving. Letting people off and on and off and on not a good idea. And all you offer is $100 voucher? #americanairlines #neveragain #worstairlines #flydelta,"[1] Customer (773206): ""@AmericanAir computer probs and rebooking passengers caused 1/2 a plane to be rerouted and completely miss Thanksgiving. All they offer is $100 voucher as compensation. Pathetic #americanairlines #worst #dontflyamerican #incompetent"" | [2] AmericanAir: ""@773206 Delays are never fun, we understand. Our apology for the interruption to your Thanksgiving celebration.""",REFUNDS_AND_PAYMENTS,REFUNDS_AND_PAYMENTS,easy,Unambiguous single-intent signal matching REFUNDS_AND_PAYMENTS.
179,25877,2885452,"@AmericanAir I’m not interested in lip service, only in being made whole. Not only was the additional charge unfair but the staff were very rude about it. Any other business would accommodate but no you. I can’t trust your company.","[1] Customer (800332): ""@AmericanAir is the worst airline I’ve used this year. When I tried to check my bag at the gate, they charged me $50 cuz they said I should’ve checked it sooner. I was able to gate check the previous flight. I will never fly AA again. And they were so rude!"" | [2] AmericanAir: ""@800332 If you're traveling in Basic Economy there would be a bag charge and a gate service charge to check at the gate: https://t.co/MKvFFVWJdz"" | [3] Customer (800332): ""@AmericanAir My wife and I fly out of PHX at least 6 times/yr. Hope the $50 was worth losing thousands. We’re happy to fly @Delta"" | [4] AmericanAir: ""@800332 We certainly don't want this to be your last flight on us and we offer other fares that allow a bag. We're sorry for your disappointment."" | [5] Customer (800332): ""@AmericanAir Ok, if you're sorry, make it right. Grant me a refund, especially considering that I didn't know that I'd be charged an additional $25 at the door. Your low prices don't matter if your luggage fees are overpriced."" | [6] AmericanAir: ""@800332 When a Basic Economy ticket is booked, we give info about the restrictions. We're sorry you didn't see them, but we're unable to refund."" | [7] Customer (800332): ""@AmericanAir Ok, then it appears that you'd rather have $50 of my money now as opposed to the thousands of dollars I'd spend as a return customer. Additionally, I plan to tell my friends/family about this encounter and encourage them to not fly with you, as well. Hope it's worth it for you."" | [8] Customer (800332): ""@AmericanAir Not only are you trying to nickel&amp;dime me, but both you and your staff were in no way willing to accommodate my concerns in anyway. That's just bad business and again, I will choose to fly @Delta from now on."" | [9] AmericanAir: ""@800332 We're sorry you're upset, Jack. We have many other ticketing options that allow carry-ons. We hope you'll reconsider and fly us again soon.""",REFUNDS_AND_PAYMENTS,REFUNDS_AND_PAYMENTS,medium,Dual-intent overlap: touches both REFUNDS_AND_PAYMENTS and CUSTOMER_SERVICE_COMPLAINT.
180,26121,2915354,"@AmericanAir The status? You know the funny part, if I consult your web page, it show me nothing!! There is no information about my refund because you haven’t perform a refund. Two months, it is unbelievable!!","[1] Customer (806991): ""Hey @AmericanAir it has been over two months since you were supposed to grant me a refund, but until today I haven’t receive it. This is unbelievable, this is a lack of respect for customers. What kind of company you are?"" | [2] AmericanAir: ""@806991 We know you're anxious to hear back about your refund request: Check the status here: https://t.co/xM8Vkc7BvM""",REFUNDS_AND_PAYMENTS,REFUNDS_AND_PAYMENTS,hard,"Multi-intent ambiguity spanning 3+ domains: REFUNDS_AND_PAYMENTS, LOYALTY_AND_AADVANTAGE, GENERAL_INQUIRY_AND_OTHER."
181,500,97805,"@AmericanAir My flights 4 Thanksgiving travel  screwed up by flight changes of 7 hr on the outbound with my 3 seats together turned into 2 together &amp; 1 apart. My return seats were changed too, Now the the screw up for Christmas Parker needs to resign b4 I fly AA again. @5729",[No preceding context - conversation start],SEATS_AND_CABIN,SEATS_AND_CABIN,easy,Unambiguous single-intent signal matching SEATS_AND_CABIN.
182,1415,226197,@AmericanAir I'm traveling with my special needs stepson tomorrow and you have us seat in rows 11 &amp; 16 not sure how that's going to work as he's nonverbal and doesn't have boundaries. Still on hold to fix this-and tickets were booked together.,[No preceding context - conversation start],SEATS_AND_CABIN,SEATS_AND_CABIN,medium,Dual-intent overlap: touches both SEATS_AND_CABIN and BOOKING_AND_RESERVATIONS.
183,2409,316592,Seats on the Chicago ➡️ LA ✈️@AmericanAir 7:30a flight today.  #NLCS #Cubs #Dodgers https://t.co/KQ5qsd6izY,[No preceding context - conversation start],SEATS_AND_CABIN,SEATS_AND_CABIN,easy,Unambiguous single-intent signal matching SEATS_AND_CABIN.
184,6239,757939,"@AmericanAir Having some issues with changing seats on my upcoming trip. My status is giving me the option, but I keep getting an error msg",[No preceding context - conversation start],SEATS_AND_CABIN,SEATS_AND_CABIN,medium,Dual-intent overlap: touches both SEATS_AND_CABIN and LOYALTY_AND_AADVANTAGE.
185,6807,820247,@AmericanAir Especially when there are plenty of seats on both!,"[1] Customer (315396): ""You know what's ridiculous @AmericanAir? Making passengers pay $75 to switch a later flight to earlier.""",SEATS_AND_CABIN,REBOOKING_AND_CHANGES,easy,Unambiguous single-intent signal matching SEATS_AND_CABIN.
